command to create set : rwsetbuild testIpList.txt testiplist.set
command : rwfilter --start-date=2016/02/15 --end-date=2016/02/29 --anyset=testiplist.set --type=all --pass=stdout | rwcut > ans5.txt


            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   172.30.13.17|    224.0.0.252|54318| 5355| 17|         2|       100|        |2016/02/22T04:26:44.484|    0.100|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|55798| 5355| 17|         2|       100|        |2016/02/22T04:26:44.484|    0.100|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|51728| 5355| 17|         2|       100|        |2016/02/22T04:26:44.484|    0.100|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|57708| 5355| 17|         2|       100|        |2016/02/22T04:26:44.483|    0.101|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|65436| 5355| 17|         2|       100|        |2016/02/22T04:26:44.483|    0.101|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|55797| 5355| 17|         2|       100|        |2016/02/22T04:26:44.481|    0.103|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|64915| 5355| 17|         2|       100|        |2016/02/22T04:26:44.479|    0.105|2016/02/22T04:26:44.584| S0|
   172.30.13.17|    224.0.0.252|64382| 5355| 17|         2|       100|        |2016/02/22T04:26:50.229|    0.095|2016/02/22T04:26:50.324| S0|
   172.30.13.17|    224.0.0.252|50098| 5355| 17|         2|       100|        |2016/02/22T04:27:05.848|    0.107|2016/02/22T04:27:05.955| S0|
   172.30.13.17|    224.0.0.252|62771| 5355| 17|         4|       200|        |2016/02/22T04:27:06.597|   42.193|2016/02/22T04:27:48.790| S0|
   172.30.13.17|    224.0.0.252|57473| 5355| 17|         2|       100|        |2016/02/22T04:27:51.295|    0.100|2016/02/22T04:27:51.395| S0|
   172.30.13.17|    224.0.0.252|63489| 5355| 17|         2|       100|        |2016/02/22T04:27:58.672|    0.102|2016/02/22T04:27:58.774| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T04:27:53.683|    6.003|2016/02/22T04:27:59.686| S0|
   172.30.13.17|    224.0.0.252|63236| 5355| 17|         2|       100|        |2016/02/22T04:28:01.303|    0.107|2016/02/22T04:28:01.410| S0|
   172.30.13.17|    224.0.0.252|64487| 5355| 17|         2|       100|        |2016/02/22T04:28:08.714|    0.106|2016/02/22T04:28:08.820| S0|
   172.30.13.17|    224.0.0.252|51961| 5355| 17|         2|       100|        |2016/02/22T04:28:08.753|    0.098|2016/02/22T04:28:08.851| S0|
   172.30.13.17|    224.0.0.252|62103| 5355| 17|         2|       100|        |2016/02/22T04:28:11.390|    0.097|2016/02/22T04:28:11.487| S0|
   172.30.13.17|    224.0.0.252|49235| 5355| 17|         2|       100|        |2016/02/22T04:28:18.761|    0.105|2016/02/22T04:28:18.866| S0|
   172.30.13.17|    224.0.0.252|53056| 5355| 17|         2|       100|        |2016/02/22T04:28:21.396|    0.106|2016/02/22T04:28:21.502| S0|
   172.30.13.17|    224.0.0.252|54603| 5355| 17|         2|       100|        |2016/02/22T04:28:23.753|    0.104|2016/02/22T04:28:23.857| S0|
   172.30.13.17|    224.0.0.252|63624| 5355| 17|         2|       100|        |2016/02/22T04:28:26.554|    0.096|2016/02/22T04:28:26.650| S0|
   172.30.13.17|    224.0.0.252|59504| 5355| 17|         2|       100|        |2016/02/22T04:28:32.514|    0.095|2016/02/22T04:28:32.609| S0|
   172.30.13.17|    224.0.0.252|50482| 5355| 17|         2|       100|        |2016/02/22T04:28:38.761|    0.103|2016/02/22T04:28:38.864| S0|
   172.30.13.17|    224.0.0.252|63436| 5355| 17|         2|       100|        |2016/02/22T04:28:41.393|    0.107|2016/02/22T04:28:41.500| S0|
   172.30.13.17|    224.0.0.252|64509| 5355| 17|         2|       100|        |2016/02/22T04:28:48.771|    0.107|2016/02/22T04:28:48.878| S0|
   172.30.13.17|    224.0.0.252|56364| 5355| 17|         2|       100|        |2016/02/22T04:28:51.409|    0.106|2016/02/22T04:28:51.515| S0|
   172.30.13.17|    224.0.0.252|49353| 5355| 17|         2|       100|        |2016/02/22T04:28:58.781|    0.097|2016/02/22T04:28:58.878| S0|
   172.30.13.17|    224.0.0.252|62170| 5355| 17|         2|       100|        |2016/02/22T04:29:19.811|    0.095|2016/02/22T04:29:19.906| S0|
   172.30.13.17|    224.0.0.252|59961| 5355| 17|         2|       100|        |2016/02/22T04:29:30.922|    0.106|2016/02/22T04:29:31.028| S0|
   172.30.13.17|    224.0.0.252|55655| 5355| 17|         2|       100|        |2016/02/22T04:29:33.557|    0.107|2016/02/22T04:29:33.664| S0|
   172.30.13.17|    224.0.0.252|55345| 5355| 17|         2|       100|        |2016/02/22T04:29:34.195|    0.109|2016/02/22T04:29:34.304| S0|
   172.30.13.17|    224.0.0.252|62987| 5355| 17|         2|       100|        |2016/02/22T04:29:49.462|    0.098|2016/02/22T04:29:49.560| S0|
   172.30.13.17|    224.0.0.252|65302| 5355| 17|         2|       100|        |2016/02/22T04:29:58.029|    0.095|2016/02/22T04:29:58.124| S0|
   172.30.13.17|    224.0.0.252|59619| 5355| 17|         2|       100|        |2016/02/22T04:30:13.626|    0.097|2016/02/22T04:30:13.723| S0|
   172.30.13.17|    224.0.0.252|59411| 5355| 17|         2|       100|        |2016/02/22T04:30:21.850|    0.109|2016/02/22T04:30:21.959| S0|
   172.30.13.17|    224.0.0.252|55330| 5355| 17|         4|       200|        |2016/02/22T04:28:56.165|  109.692|2016/02/22T04:30:45.857| S0|
   172.30.13.66|239.255.255.250|50918| 3702| 17|         2|      1368|        |2016/02/22T04:30:55.699|    0.096|2016/02/22T04:30:55.795| S0|
  172.30.13.123|239.255.255.250|60063| 3702| 17|         1|       684|        |2016/02/22T04:30:55.809|    0.000|2016/02/22T04:30:55.809| S0|
   172.30.13.17|    224.0.0.252|64343| 5355| 17|         2|       100|        |2016/02/22T04:31:09.629|    0.095|2016/02/22T04:31:09.724| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T04:29:53.162|   77.752|2016/02/22T04:31:10.914| S0|
   172.30.13.17|    224.0.0.252|64966| 5355| 17|         2|       100|        |2016/02/22T04:31:33.466|    0.109|2016/02/22T04:31:33.575| S0|
   172.30.13.17|    224.0.0.252|60078| 5355| 17|         2|       100|        |2016/02/22T04:31:33.526|    0.096|2016/02/22T04:31:33.622| S0|
   172.30.13.17|    224.0.0.252|49543| 5355| 17|         2|       100|        |2016/02/22T04:31:36.151|    0.107|2016/02/22T04:31:36.258| S0|
   172.30.13.17|    224.0.0.252|54682| 5355| 17|         2|       100|        |2016/02/22T04:31:43.542|    0.095|2016/02/22T04:31:43.637| S0|
   172.30.13.17|    224.0.0.252|60520| 5355| 17|         2|       100|        |2016/02/22T04:31:48.145|    0.109|2016/02/22T04:31:48.254| S0|
   172.30.13.17|    224.0.0.252|63657| 5355| 17|         2|       100|        |2016/02/22T04:34:00.884|    0.104|2016/02/22T04:34:00.988| S0|
   172.30.13.17|    224.0.0.252|63951| 5355| 17|         2|       100|        |2016/02/22T04:34:00.884|    0.104|2016/02/22T04:34:00.988| S0|
   172.30.13.17|    224.0.0.252|62228| 5355| 17|         2|       100|        |2016/02/22T04:34:03.497|    0.096|2016/02/22T04:34:03.593| S0|
   172.30.13.17|    224.0.0.252|62448| 5355| 17|         2|       100|        |2016/02/22T04:34:03.520|    0.104|2016/02/22T04:34:03.624| S0|
   172.30.13.17|    224.0.0.252|49370| 5355| 17|         2|       100|        |2016/02/22T04:34:25.121|    0.109|2016/02/22T04:34:25.230| S0|
   172.30.13.17|    224.0.0.252|50063| 5355| 17|         2|       100|        |2016/02/22T04:34:27.517|    0.099|2016/02/22T04:34:27.616| S0|
   172.30.13.17|    224.0.0.252|64726| 5355| 17|         2|       100|        |2016/02/22T04:34:30.145|    0.107|2016/02/22T04:34:30.252| S0|
   172.30.13.17|    224.0.0.252|54078| 5355| 17|         2|       100|        |2016/02/22T04:34:37.550|    0.096|2016/02/22T04:34:37.646| S0|
   172.30.13.17|    224.0.0.252|57569| 5355| 17|         2|       100|        |2016/02/22T04:34:40.175|    0.108|2016/02/22T04:34:40.283| S0|
   172.30.13.17|    224.0.0.252|64607| 5355| 17|         2|       100|        |2016/02/22T04:34:47.523|    0.107|2016/02/22T04:34:47.630| S0|
   172.30.13.17|    224.0.0.252|51609| 5355| 17|         2|       100|        |2016/02/22T04:34:48.211|    0.105|2016/02/22T04:34:48.316| S0|
   172.30.13.17|    224.0.0.252|64084| 5355| 17|         2|       100|        |2016/02/22T04:34:50.195|    0.102|2016/02/22T04:34:50.297| S0|
   172.30.13.17|    224.0.0.252|52861| 5355| 17|         2|       100|        |2016/02/22T04:34:50.897|    0.102|2016/02/22T04:34:50.999| S0|
   172.30.13.17|    224.0.0.252|52087| 5355| 17|         2|       100|        |2016/02/22T04:35:13.837|    0.109|2016/02/22T04:35:13.946| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T04:35:17.647|    6.022|2016/02/22T04:35:23.669| S0|
   172.30.13.17|    224.0.0.252|65036| 5355| 17|         2|       100|        |2016/02/22T04:35:40.356|    0.108|2016/02/22T04:35:40.464| S0|
   172.30.13.17|    224.0.0.252|58830| 5355| 17|         2|       100|        |2016/02/22T04:35:48.659|    0.104|2016/02/22T04:35:48.763| S0|
   172.30.13.17|    224.0.0.252|51223| 5355| 17|         2|       100|        |2016/02/22T04:35:51.293|    0.106|2016/02/22T04:35:51.399| S0|
   172.30.13.17|    224.0.0.252|56009| 5355| 17|         2|       100|        |2016/02/22T04:36:03.987|    0.095|2016/02/22T04:36:04.082| S0|
  172.30.13.123|    224.0.0.252|51985| 5355| 17|         2|       100|        |2016/02/22T04:36:15.949|    0.417|2016/02/22T04:36:16.366| S0|
  172.30.13.123|    224.0.0.252|54646| 5355| 17|         2|       100|        |2016/02/22T04:36:15.950|    0.416|2016/02/22T04:36:16.366| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|       129|        |2016/02/22T04:36:27.736|    0.000|2016/02/22T04:36:27.736| S0|
   172.30.13.17|    224.0.0.252|55434| 5355| 17|         2|       100|        |2016/02/22T04:36:27.637|    0.109|2016/02/22T04:36:27.746| S0|
   172.30.13.17|    224.0.0.252|63736| 5355| 17|         2|       100|        |2016/02/22T04:36:44.036|    0.105|2016/02/22T04:36:44.141| S0|
   172.30.13.17|    224.0.0.252|54069| 5355| 17|         2|       100|        |2016/02/22T04:36:46.670|    0.107|2016/02/22T04:36:46.777| S0|
   172.30.13.17|    224.0.0.252|62246| 5355| 17|         2|       100|        |2016/02/22T04:36:51.879|    0.108|2016/02/22T04:36:51.987| S0|
   172.30.13.17|    224.0.0.252|56962| 5355| 17|         2|       100|        |2016/02/22T04:36:51.924|    0.110|2016/02/22T04:36:52.034| S0|
   172.30.13.17|    224.0.0.252|55586| 5355| 17|         2|       100|        |2016/02/22T04:36:54.564|    0.106|2016/02/22T04:36:54.670| S0|
   172.30.13.17|    224.0.0.252|61852| 5355| 17|         2|       100|        |2016/02/22T04:37:01.944|    0.105|2016/02/22T04:37:02.049| S0|
   172.30.13.17|    224.0.0.252|64704| 5355| 17|         2|       100|        |2016/02/22T04:37:04.579|    0.106|2016/02/22T04:37:04.685| S0|
   172.30.13.17|    224.0.0.252|58250| 5355| 17|         2|       100|        |2016/02/22T04:37:06.937|    0.103|2016/02/22T04:37:07.040| S0|
   172.30.13.17|    224.0.0.252|64126| 5355| 17|         2|       100|        |2016/02/22T04:37:09.571|    0.105|2016/02/22T04:37:09.676| S0|
   172.30.13.17|    224.0.0.252|63794| 5355| 17|         2|       100|        |2016/02/22T04:37:15.525|    0.095|2016/02/22T04:37:15.620| S0|
   172.30.13.17|    224.0.0.252|63696| 5355| 17|         2|       100|        |2016/02/22T04:37:16.950|    0.105|2016/02/22T04:37:17.055| S0|
   172.30.13.17|    224.0.0.252|62024| 5355| 17|         2|       100|        |2016/02/22T04:37:19.585|    0.106|2016/02/22T04:37:19.691| S0|
   172.30.13.17|    224.0.0.252|65053| 5355| 17|         2|       100|        |2016/02/22T04:37:21.926|    0.105|2016/02/22T04:37:22.031| S0|
   172.30.13.17|    224.0.0.252|58875| 5355| 17|         2|       100|        |2016/02/22T04:37:39.142|    0.095|2016/02/22T04:37:39.237| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T04:36:41.081|   76.164|2016/02/22T04:37:57.245| S0|
   172.30.13.17|    224.0.0.252|53560| 5355| 17|         2|       100|        |2016/02/22T04:38:03.352|    0.095|2016/02/22T04:38:03.447| S0|
   172.30.13.17|    224.0.0.252|51481| 5355| 17|         2|       100|        |2016/02/22T04:38:26.969|    0.095|2016/02/22T04:38:27.064| S0|
   172.30.13.17|    224.0.0.252|50745| 5355| 17|         2|       100|        |2016/02/22T04:38:29.572|    0.097|2016/02/22T04:38:29.669| S0|
   172.30.13.66|239.255.255.250|50918| 3702| 17|        10|      6840|        |2016/02/22T04:38:24.403|   10.884|2016/02/22T04:38:35.287| S0|
  172.30.13.123|239.255.255.250|60063| 3702| 17|        10|      6840|        |2016/02/22T04:38:24.399|   11.045|2016/02/22T04:38:35.444| S0|
   172.30.13.66|239.255.255.250|53836| 1900| 17|         6|       912|        |2016/02/22T04:40:31.859|    6.002|2016/02/22T04:40:37.861| S0|
   172.30.13.17|    224.0.0.252|61338| 5355| 17|         2|       100|        |2016/02/22T04:40:40.928|    0.103|2016/02/22T04:40:41.031| S0|
   172.30.13.17|    224.0.0.252|51471| 5355| 17|         2|       100|        |2016/02/22T04:40:40.928|    0.103|2016/02/22T04:40:41.031| S0|
   172.30.13.17|    224.0.0.252|62114| 5355| 17|         2|       100|        |2016/02/22T04:40:40.928|    0.103|2016/02/22T04:40:41.031| S0|
   172.30.13.17|    224.0.0.252|52458| 5355| 17|         2|       100|        |2016/02/22T04:40:40.928|    0.103|2016/02/22T04:40:41.031| S0|
   172.30.13.17|    224.0.0.252|59807| 5355| 17|         2|       100|        |2016/02/22T04:40:43.540|    0.096|2016/02/22T04:40:43.636| S0|
   172.30.13.17|    224.0.0.252|52434| 5355| 17|         2|       100|        |2016/02/22T04:40:43.562|    0.105|2016/02/22T04:40:43.667| S0|
   172.30.13.17|    224.0.0.252|64395| 5355| 17|         2|       100|        |2016/02/22T04:41:04.572|    0.107|2016/02/22T04:41:04.679| S0|
   172.30.13.17|    224.0.0.252|64976| 5355| 17|         2|       100|        |2016/02/22T04:41:28.203|    0.109|2016/02/22T04:41:28.312| S0|
   172.30.13.17|    224.0.0.252|54952| 5355| 17|         2|       100|        |2016/02/22T04:41:36.242|    0.103|2016/02/22T04:41:36.345| S0|
   172.30.13.17|    224.0.0.252|52672| 5355| 17|         2|       100|        |2016/02/22T04:41:38.876|    0.106|2016/02/22T04:41:38.982| S0|
   172.30.13.17|    224.0.0.252|52885| 5355| 17|         2|       100|        |2016/02/22T04:41:49.257|    0.098|2016/02/22T04:41:49.355| S0|
   172.30.13.17|    224.0.0.252|54813| 5355| 17|         2|       100|        |2016/02/22T04:41:51.884|    0.107|2016/02/22T04:41:51.991| S0|
   172.30.13.17|    224.0.0.252|50061| 5355| 17|         2|       100|        |2016/02/22T04:41:52.443|    0.094|2016/02/22T04:41:52.537| S0|
   172.30.13.17|    224.0.0.252|61678| 5355| 17|         2|       100|        |2016/02/22T04:41:59.281|    0.104|2016/02/22T04:41:59.385| S0|
   172.30.13.17|    224.0.0.252|49944| 5355| 17|         2|       100|        |2016/02/22T04:42:16.077|    0.109|2016/02/22T04:42:16.186| S0|
   172.30.13.17|    224.0.0.252|56377| 5355| 17|         2|       100|        |2016/02/22T04:42:22.982|    0.099|2016/02/22T04:42:23.081| S0|
   172.30.13.17|    224.0.0.252|56841| 5355| 17|         2|       100|        |2016/02/22T04:42:32.788|    0.105|2016/02/22T04:42:32.893| S0|
   172.30.13.17|    224.0.0.252|50631| 5355| 17|         2|       100|        |2016/02/22T04:42:35.423|    0.106|2016/02/22T04:42:35.529| S0|
   172.30.13.17|    224.0.0.252|61370| 5355| 17|         2|       100|        |2016/02/22T04:42:39.725|    0.109|2016/02/22T04:42:39.834| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T04:42:41.654|    6.003|2016/02/22T04:42:47.657| S0|
   172.30.13.17|    224.0.0.252|52005| 5355| 17|         2|       100|        |2016/02/22T04:42:48.814|    0.099|2016/02/22T04:42:48.913| S0|
   172.30.13.17|    224.0.0.252|58133| 5355| 17|         2|       100|        |2016/02/22T04:43:03.966|    0.094|2016/02/22T04:43:04.060| S0|
   172.30.13.17|    224.0.0.252|59159| 5355| 17|         2|       100|        |2016/02/22T04:43:27.599|    0.094|2016/02/22T04:43:27.693| S0|
   172.30.13.17|    224.0.0.252|61099| 5355| 17|         2|       100|        |2016/02/22T04:43:30.201|    0.097|2016/02/22T04:43:30.298| S0|
   172.30.13.17|    224.0.0.252|56780| 5355| 17|         2|       100|        |2016/02/22T04:43:32.806|    0.097|2016/02/22T04:43:32.903| S0|
   172.30.13.17|    224.0.0.252|59271| 5355| 17|         2|       100|        |2016/02/22T04:43:35.571|    0.109|2016/02/22T04:43:35.680| S0|
   172.30.13.17|    224.0.0.252|59331| 5355| 17|         2|       100|        |2016/02/22T04:43:51.247|    0.094|2016/02/22T04:43:51.341| S0|
   172.30.13.17|    224.0.0.252|51850| 5355| 17|         2|       100|        |2016/02/22T04:43:56.820|    0.106|2016/02/22T04:43:56.926| S0|
   172.30.13.17|    224.0.0.252|51720| 5355| 17|         2|       100|        |2016/02/22T04:43:59.602|    0.100|2016/02/22T04:43:59.702| S0|
   172.30.13.17|    224.0.0.252|57693| 5355| 17|         2|       100|        |2016/02/22T04:44:02.211|    0.097|2016/02/22T04:44:02.308| S0|
   172.30.13.17|    224.0.0.252|60900| 5355| 17|         2|       100|        |2016/02/22T04:44:15.457|    0.094|2016/02/22T04:44:15.551| S0|
   172.30.13.17|    224.0.0.252|61079| 5355| 17|         2|       100|        |2016/02/22T04:44:39.080|    0.104|2016/02/22T04:44:39.184| S0|
   172.30.13.17|    224.0.0.252|63164| 5355| 17|         2|       100|        |2016/02/22T04:45:02.616|    0.104|2016/02/22T04:45:02.720| S0|
   172.30.13.17|    224.0.0.252|61688| 5355| 17|         2|       100|        |2016/02/22T04:45:02.729|    0.100|2016/02/22T04:45:02.829| S0|
   172.30.13.17|    224.0.0.252|59457| 5355| 17|         2|       100|        |2016/02/22T04:45:05.254|    0.104|2016/02/22T04:45:05.358| S0|
   172.30.13.17|    224.0.0.252|63177| 5355| 17|         2|       100|        |2016/02/22T04:45:12.635|    0.105|2016/02/22T04:45:12.740| S0|
   172.30.13.17|    224.0.0.252|58791| 5355| 17|         2|       100|        |2016/02/22T04:45:15.257|    0.105|2016/02/22T04:45:15.362| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T04:44:05.374|   76.202|2016/02/22T04:45:21.576| S0|
  172.30.13.123|    224.0.0.252|60139| 5355| 17|         2|       100|        |2016/02/22T04:46:15.971|    0.418|2016/02/22T04:46:16.389| S0|
  172.30.13.123|    224.0.0.252|59248| 5355| 17|         2|       100|        |2016/02/22T04:46:15.971|    0.419|2016/02/22T04:46:16.390| S0|
   172.30.13.17|    224.0.0.252|60870| 5355| 17|         2|       100|        |2016/02/22T04:47:17.040|    0.104|2016/02/22T04:47:17.144| S0|
   172.30.13.17|    224.0.0.252|55401| 5355| 17|         2|       100|        |2016/02/22T04:47:18.389|    0.097|2016/02/22T04:47:18.486| S0|
   172.30.13.17|    224.0.0.252|62330| 5355| 17|         2|       100|        |2016/02/22T04:47:19.653|    0.097|2016/02/22T04:47:19.750| S0|
   172.30.13.17|    224.0.0.252|50162| 5355| 17|         2|       100|        |2016/02/22T04:47:40.710|    0.109|2016/02/22T04:47:40.819| S0|
   172.30.13.17|    224.0.0.252|49607| 5355| 17|         2|       100|        |2016/02/22T04:47:43.353|    0.104|2016/02/22T04:47:43.457| S0|
   172.30.13.17|    224.0.0.252|51218| 5355| 17|         2|       100|        |2016/02/22T04:47:45.989|    0.106|2016/02/22T04:47:46.095| S0|
   172.30.13.17|    224.0.0.252|60767| 5355| 17|         2|       100|        |2016/02/22T04:47:53.372|    0.105|2016/02/22T04:47:53.477| S0|
   172.30.13.17|    224.0.0.252|51300| 5355| 17|         2|       100|        |2016/02/22T04:47:56.120|    0.104|2016/02/22T04:47:56.224| S0|
   172.30.13.17|    224.0.0.252|54809| 5355| 17|         2|       100|        |2016/02/22T04:47:58.368|    0.103|2016/02/22T04:47:58.471| S0|
   172.30.13.17|    224.0.0.252|65162| 5355| 17|         2|       100|        |2016/02/22T04:47:59.151|    0.100|2016/02/22T04:47:59.251| S0|
   172.30.13.17|    224.0.0.252|57595| 5355| 17|         2|       100|        |2016/02/22T04:48:01.009|    0.100|2016/02/22T04:48:01.109| S0|
   172.30.13.17|    224.0.0.252|64258| 5355| 17|         2|       100|        |2016/02/22T04:48:08.402|    0.100|2016/02/22T04:48:08.502| S0|
   172.30.13.17|    224.0.0.252|60927| 5355| 17|         2|       100|        |2016/02/22T04:48:11.033|    0.106|2016/02/22T04:48:11.139| S0|
   172.30.13.17|    224.0.0.252|64774| 5355| 17|         2|       100|        |2016/02/22T04:48:13.374|    0.105|2016/02/22T04:48:13.479| S0|
   172.30.13.17|    224.0.0.252|61112| 5355| 17|         2|       100|        |2016/02/22T04:48:29.835|    0.101|2016/02/22T04:48:29.936| S0|
   172.30.13.17|    224.0.0.252|50906| 5355| 17|         2|       100|        |2016/02/22T04:48:53.694|    0.109|2016/02/22T04:48:53.803| S0|
   172.30.13.66|239.255.255.250|50918| 3702| 17|         2|      1368|        |2016/02/22T04:49:11.185|    0.121|2016/02/22T04:49:11.306| S0|
  172.30.13.123|239.255.255.250|60063| 3702| 17|         2|      1368|        |2016/02/22T04:49:11.176|    0.218|2016/02/22T04:49:11.394| S0|
   172.30.13.17|    224.0.0.252|57750| 5355| 17|         2|       100|        |2016/02/22T04:49:17.358|    0.109|2016/02/22T04:49:17.467| S0|
   172.30.13.17|    224.0.0.252|61801| 5355| 17|         2|       100|        |2016/02/22T04:49:19.975|    0.097|2016/02/22T04:49:20.072| S0|
   172.30.13.17|    224.0.0.252|63388| 5355| 17|         2|       100|        |2016/02/22T04:49:33.096|    0.095|2016/02/22T04:49:33.191| S0|
   172.30.13.17|    224.0.0.252|64274| 5355| 17|         2|       100|        |2016/02/22T04:49:47.525|    0.095|2016/02/22T04:49:47.620| S0|
   172.30.13.17|    224.0.0.252|53164| 5355| 17|         2|       100|        |2016/02/22T04:49:56.714|    0.094|2016/02/22T04:49:56.808| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T04:50:05.714|    6.037|2016/02/22T04:50:11.751| S0|
   172.30.13.17|    224.0.0.252|64556| 5355| 17|         2|       100|        |2016/02/22T04:50:20.362|    0.094|2016/02/22T04:50:20.456| S0|
   172.30.13.17|    224.0.0.252|60204| 5355| 17|         2|       100|        |2016/02/22T04:50:43.995|    0.094|2016/02/22T04:50:44.089| S0|
   172.30.13.17|    224.0.0.252|58980| 5355| 17|         2|       100|        |2016/02/22T04:50:53.413|    0.098|2016/02/22T04:50:53.511| S0|
   172.30.13.17|    224.0.0.252|59490| 5355| 17|         2|       100|        |2016/02/22T04:51:07.612|    0.095|2016/02/22T04:51:07.707| S0|
   172.30.13.17|    224.0.0.252|63322| 5355| 17|         2|       100|        |2016/02/22T04:51:17.108|    0.098|2016/02/22T04:51:17.206| S0|
   172.30.13.17|    224.0.0.252|57730| 5355| 17|         2|       100|        |2016/02/22T04:51:33.114|    0.097|2016/02/22T04:51:33.211| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        11|      1771|        |2016/02/22T04:51:37.483|   73.043|2016/02/22T04:52:50.526| S0|
   172.30.13.17|    224.0.0.252|54295| 5355| 17|         2|       100|        |2016/02/22T04:53:52.112|    0.104|2016/02/22T04:53:52.216| S0|
   172.30.13.17|    224.0.0.252|51183| 5355| 17|         2|       100|        |2016/02/22T04:53:52.112|    0.104|2016/02/22T04:53:52.216| S0|
   172.30.13.17|    224.0.0.252|55975| 5355| 17|         2|       100|        |2016/02/22T04:53:54.725|    0.096|2016/02/22T04:53:54.821| S0|
   172.30.13.17|    224.0.0.252|63672| 5355| 17|         2|       100|        |2016/02/22T04:53:54.748|    0.104|2016/02/22T04:53:54.852| S0|
   172.30.13.17|    224.0.0.252|54144| 5355| 17|         2|       100|        |2016/02/22T04:54:16.451|    0.100|2016/02/22T04:54:16.551| S0|
   172.30.13.17|    224.0.0.252|51715| 5355| 17|         2|       100|        |2016/02/22T04:54:19.059|    0.097|2016/02/22T04:54:19.156| S0|
   172.30.13.17|    224.0.0.252|50598| 5355| 17|         2|       100|        |2016/02/22T04:54:40.076|    0.108|2016/02/22T04:54:40.184| S0|
  172.30.13.123|    224.0.0.252|60992| 5355| 17|         2|       104|        |2016/02/22T04:54:58.960|    0.418|2016/02/22T04:54:59.378| S0|
   172.30.13.17|    224.0.0.252|63897| 5355| 17|         2|       100|        |2016/02/22T04:55:03.739|    0.109|2016/02/22T04:55:03.848| S0|
   172.30.13.17|    224.0.0.252|64586| 5355| 17|         2|       100|        |2016/02/22T04:55:24.774|    0.101|2016/02/22T04:55:24.875| S0|
   172.30.13.17|    224.0.0.252|55807| 5355| 17|         2|       100|        |2016/02/22T04:55:37.489|    0.100|2016/02/22T04:55:37.589| S0|
   172.30.13.17|    224.0.0.252|52654| 5355| 17|         2|       100|        |2016/02/22T04:55:39.478|    0.107|2016/02/22T04:55:39.585| S0|
   172.30.13.17|    224.0.0.252|59761| 5355| 17|         2|       100|        |2016/02/22T04:55:42.116|    0.106|2016/02/22T04:55:42.222| S0|
   172.30.13.66|239.255.255.250|50918| 3702| 17|         2|      1368|        |2016/02/22T04:55:42.503|    0.076|2016/02/22T04:55:42.579| S0|
  172.30.13.123|239.255.255.250|60063| 3702| 17|         1|       684|        |2016/02/22T04:55:42.681|    0.000|2016/02/22T04:55:42.681| S0|
   172.30.13.17|    224.0.0.252|49440| 5355| 17|         2|       100|        |2016/02/22T04:56:01.130|    0.107|2016/02/22T04:56:01.237| S0|
  172.30.13.123|    224.0.0.252|54103| 5355| 17|         2|       100|        |2016/02/22T04:56:15.985|    0.411|2016/02/22T04:56:16.396| S0|
  172.30.13.123|    224.0.0.252|59019| 5355| 17|         2|       100|        |2016/02/22T04:56:15.984|    0.412|2016/02/22T04:56:16.396| S0|
   172.30.13.17|    224.0.0.252|61266| 5355| 17|         2|       100|        |2016/02/22T04:56:24.776|    0.094|2016/02/22T04:56:24.870| S0|
   172.30.13.17|    224.0.0.252|63954| 5355| 17|         2|       100|        |2016/02/22T04:56:49.068|    0.106|2016/02/22T04:56:49.174| S0|
   172.30.13.17|    224.0.0.252|58165| 5355| 17|         2|       100|        |2016/02/22T04:57:12.713|    0.094|2016/02/22T04:57:12.807| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T04:57:29.694|    6.037|2016/02/22T04:57:35.731| S0|
   172.30.13.17|    224.0.0.252|60378| 5355| 17|         2|       100|        |2016/02/22T04:57:36.397|    0.105|2016/02/22T04:57:36.502| S0|
   172.30.13.17|    224.0.0.252|63898| 5355| 17|         2|       100|        |2016/02/22T04:58:00.712|    0.109|2016/02/22T04:58:00.821| S0|
